year,N_bt,N_bt_se,N_c,N_c_se,N_of,N_of_se,H_bt,H_bt_se,H_dobt,H_dobt_se,H_c,H_c_se,H_of,H_of_se,RN_bt,RN_bt_se,RH_bt,RH_bt_se,N_dvc,N_dvc_se,N_dbt,N_dbt_se,N_dof,N_dof_se,N_dobt,N_dobt_se,H_dvc,H_dvc_se,H_dbt,H_dbt_se,H_dof,H_dof_se,RN_dbt,RN_dbt_se,RH_dbt,RH_dbt_se,C_bt,C_bt_se,V_bt,V_bt_se,C_of,C_of_se,V_of,V_of_se,C_bt_eez,C_bt_eez_se,V_bt_eez,V_bt_eez_se,C_bt_byeez,C_bt_byeez_se,V_bt_byeez,V_bt_byeez_se,C_bt_dom,C_bt_dom_se,V_bt_dom,V_bt_dom_se,C_bt_bydom,C_bt_bydom_se,V_bt_bydom,V_bt_bydom_se,all_c,all_c_se,all_v,all_v_se,RC_bt_all,RC_bt_all_se,RV_bt_all,RV_bt_all_se,RC_bt_eez,RC_bt_eez_se,RV_bt_eez,RV_bt_eez_se,RC_bt_dom,RC_bt_dom_se,RV_bt_dom,RV_bt_dom_se,HpV_bt,HpV_bt_se,HpV_of,HpV_of_se,HpV_dbt,HpV_dbt_se,HpV_dobt,HpV_dobt_se,HpV_c,HpV_c_se,HpV_dc,HpV_dc_se,HpV_dof,HpV_dof_se,RHpV_bt_of,RHpV_bt_of_se,RHpV_dbt_dobt,RHpV_dbt_dobt_se,RHpV_dbt_dof,RHpV_dbt_dof_se,CpH_bt,CpH_bt_se,CpH_of,CpH_of_se,CpH_dobt,CpH_dobt_se,CpH_dbt,CpH_dbt_se,RCpH_dbt_dobt,RCpH_dbt_dobt_se,RCpH_bt_of,RCpH_bt_of_se,VpH_dobt,VpH_dobt_se,VpH_bt,VpH_bt_se,VpH_dbt,VpH_dbt_se,VpH_of,VpH_of_se,RVpH_bt_of,RVpH_bt_of_se,RVpH_dbt_dobt,RVpH_dbt_dobt_se,VpC_bt,VpC_bt_se,VpC_of,VpC_of_se,VpC_bt_eez,VpC_bt_eez_se,VpC_bt_byeez,VpC_bt_byeez_se,VpC_bt_dom,VpC_bt_dom_se,VpC_bt_bydom,VpC_bt_bydom_se,RVpC_bt_of,RVpC_bt_of_se,RVpC_eez_by,RVpC_eez_by_se,RVpC_dom_by,RVpC_dom_by_se
1999,67038,3868,269694,4222,202656,5499,7946202.078,147549.8234,7548058.82,150943.6319,11635001.48,77358.25062,3688799.402,166599.0676,24.9,1.49,68.3,1.3,1484,0,507,38,977,38,66531,3868.186655,518251,0,398143.2582,31828.12615,120107.7418,31828.12615,34.1644205,2.5606469,76.8244071,6.14145,7676078.244,0,6018700184,0,6803656.176,0,4244858339,0,3601437.56,0,3443554633,0,4074640.684,0,2575145551,0,5041308.6,0,4612885496,0,2634769.644,0,1405814688,0,14479734.42,0,10263558523,0,53.01256239,0,58.64145628,0,46.91767652,0,57.21425769,0,65.67557599,0,76.64255329,0,118.5328035,7.184616715,18.20227085,0.959042132,785.2924225,86.05397645,113.4517566,6.975480961,43.14149176,0.733758052,349.2257412,0,122.9352526,32.92643762,6.511978888,0.522987475,6.921818102,0.869743139,6.387853816,1.848554204,0.966005919,0.017937375,1.844409369,0.08329997,0.667894716,0.013356342,6.617642242,0.529023531,9.908211708,0.816483126,0.523748109,2.56E-02,611.1353404,12.2212863,757.4310501,14.06443186,3530.926768,282.2671998,1150.742525,51.97155249,0.658210706,3.21E-02,5.777651095,0.476105554,784.0853093,0,623.9084147,0,956.1611372,0,631.993285,0,915.017481,0,533.5626555,0,1.256731422,0,1.512929267,0,1.714920397,0
2000,60698,3523,278263,3817,217565,5060,7611018.176,124298.7939,6887271.923,137807.1407,12017541.33,69262.40912,4406523.154,142293.6101,21.8,1.3,63.3,1.1,1582,0,550,39,1032,39,60148,3523.215861,991170,0,723746.2528,59503.09114,267423.7472,59503.09114,34.7661188,2.4652339,73.0193865,6.0033184,7233242.452,0,6581978995,0,6970628.598,0,5055140317,0,3436701.27,0,3910128776,0,3796541.182,0,2671850219,0,4812197.781,0,5177065939,0,2421044.671,0,1404913056,0,14203871.05,0,11637119312,0,50.92444466,0,56.56020892,0,47.51259608,0,59.40658241,0,66.52891581,0,78.65515741,0,125.3915809,7.560525463,20.2538237,0.806003916,1315.902278,142.8676743,114.5054187,7.087765302,43.1877085,0.642583046,626.5297092,0,259.131538,58.48373338,6.191007818,0.447262478,11.49205245,1.436228518,5.078124756,1.271804502,0.950364627,0.015520811,1.581888567,0.051081687,0.698708841,0.013980436,3.345156761,0.275023417,4.787626213,0.405105925,0.600778492,2.17E-02,751.6860082,15.04045443,864.7961209,14.12335542,1941.167986,159.5939117,1147.19477,37.04473564,0.753835481,2.73E-02,2.582418676,0.21851186,909.9624461,0,725.205804,0,1137.756374,0,703.7590509,0,1075.821522,0,580.2920833,0,1.254764428,0,1.616684535,0,1.853931068,0
2001,57466,3322,270996,3050,213531,4424,7329995.237,98150.2598,6684467.334,110890.3671,12126980.29,56455.86814,4796985.053,113228.7002,21.2,1.25,60.4,0.9,1711,0,594,39,1117,39,56872,3322.22892,935112,0,645527.9031,51606.20126,289584.0969,51606.20126,34.71654,2.2793688,69.0321484,5.5187187,7215930.284,0,6477359505,0,6619399.656,0,4889391168,0,3710121.978,0,4188452751,0,3505808.306,0,2288906754,0,4912436.855,0,5263968018,0,2303493.429,0,1213391487,0,13835329.94,0,11366750673,0,52.15582364,0,56.98514634,0,51.41571262,0,64.66296564,0,68.07766513,0,81.26718941,0,127.553601,7.568856896,22.46505216,0.705561252,1086.747312,112.423771,117.5352956,7.137422766,44.74966527,0.545033166,546.5295149,0,259.2516534,47.07908897,5.67786801,0.381199278,9.246135865,1.109130853,4.191862607,0.876079231,0.984438605,0.013181851,1.379908335,0.032571548,0.734903263,0.012191501,3.56838708,0.285271792,4.855587476,0.396445443,0.713408695,1.94E-02,787.4925188,13.06391821,883.6785422,11.83265141,1879.688672,150.2701765,1019.263374,24.05883397,0.866977628,2.35E-02,2.386928926,0.194886221,897.6471848,0,738.6457114,0,1128.925889,0,652.8898771,0,1071.559426,0,526.7614275,0,1.215260809,0,1.729121446,0,2.034240493,0
2002,55945,3204,266723,2208,210777,3892,6994521.44,94020.73989,6354722.309,104244.7125,12448040.4,41528.75094,5453518.96,102783.932,21,1.21,56.2,0.8,1873,0,639,40,1234,40,55306,3204.249678,981491,0,639799.1306,45022.88925,341691.8694,45022.88925,34.1163908,2.1356113,65.186449,4.5871933,7076834.682,0,6044724750,0,6663501.758,0,4903543442,0,3592946.2,0,3857987296,0,3483888.482,0,2186737454,0,4774717.403,0,4887458069,0,2302117.279,0,1157266681,0,13740336.44,0,10948268192,0,51.50408589,0,55.21169781,0,50.77052611,0,63.82403592,0,67.4696756,0,80.85493172,0,125.0249609,7.354829476,25.8734063,0.682673735,1001.250596,94.30096813,114.9011375,6.918696692,46.6702924,0.416542383,524.0208222,0,276.8977872,37.57313583,4.832180172,0.311545576,8.714018136,0.974110277,3.615957376,0.597269318,1.011768245,0.013600244,1.221871934,0.023028947,0.751365232,0.012325614,3.59818757,0.253205721,4.788866208,0.346029536,0.8280477,1.92E-02,769.1064741,12.61664623,864.2084811,11.61673769,1808.796895,127.285672,899.1521764,16.94656181,0.961137062,2.23E-02,2.351815979,0.169935378,854.1565575,0,735.8808657,0,1073.767065,0,627.6714841,0,1023.612008,0,502.696666,0,1.160726685,0,1.710715067,0,2.036241887,0
2003,43606,0,224843,0,181237,0,6554238,0,6012946.3,11974.6992,12384435,0,5830197,0,19.4,0,52.9,0,1864,12,684,40,1180,41.76122604,42922,40,872513.9217,19302.14663,541291.6997,11974.6992,331222.222,22714.89127,36.695279,2.1588867,62.0381734,1.9409183,6890705.258,0,5774149540,0,6882386.882,0,4925926575,0,3281862.131,0,3415738629,0,3608843.127,0,2358410911,0,4726788.989,0,4564374977,0,2163916.269,0,1209774563,0,13773092.14,0,10700076115,0,50.03019792,0,53.96363052,0,47.62737642,0,59.15570086,0,68.59659225,0,79.04843727,0,150.3058753,0,32.16891143,0,791.3621341,49.4791764,140.0900774,0.30802293,55.08036719,0,468.0868679,10.78478346,280.6967983,21.66207216,4.672395448,0,5.64895208,0.353413766,2.81927738,0.280016165,1.051335832,0,1.180472441,0,0.786101979,0.001565511,3.99768973,0.088438696,5.085459437,0.112957758,0.890605994,0.00E+00,759.091259,1.511719719,880.9795342,0,2234.977118,49.44317218,844.8988216,0,1.042704181,0.00E+00,2.944279876,0.065398074,837.9620552,0,715.7293915,0,1040.792846,0,653.508847,0,965.6396737,0,559.0671785,0,1.170780556,0,1.592622428,0,1.727233704,0
2004,41326,0,220342,0,179016,0,6469558,0,5927986.974,11980.87858,12338132,0,5868574,0,18.8,0,52.4,0,1863,12,731,40,1132,41.76122604,40595,40,910967.765,20152.8399,541571.0259,11980.87858,369396.7391,23445.22142,39.2377885,2.1618988,59.4500757,1.8599474,6904149.38,0,6237016784,0,6935716.3,0,5029343733,0,3374904.256,0,3586061713,0,3529245.124,0,2650955071,0,4804587.038,0,5018107870,0,2099562.342,0,1218908914,0,13839865.68,0,11266360517,0,49.88595655,0,55.35964143,0,48.88226008,0,57.49642557,0,69.58984769,0,80.45686013,0,156.5493394,0,32.78239934,0,740.8632365,43.72746125,146.0275151,0.328338773,55.99537083,0,488.9789399,11.26661181,326.3222077,23.95590185,4.775408224,0,5.073449589,0.299663933,2.270342683,0.21385768,1.067174818,0,1.181840137,0,0.810492172,0.001638062,3.87679961,0.08576431,4.783265951,0.106258245,0.902977302,0.00E+00,846.5112849,1.71085884,964.0560891,0,2250.690779,49.79079687,856.9958789,0,1.124925,0.00E+00,2.65878414,0.059063773,903.3722245,0,725.1368879,0,1062.566947,0,751.1394017,0,1044.441037,0,580.5538086,0,1.245795435,0,1.414606856,0,1.799042607,0
2005,41336,0,214560,0,173224,0,6545233,0,5987423.631,12340.11054,12363850,0,5818617,0,19.3,0,52.9,0,1981,13,779,39,1202,41.10960958,40557,39,924355.2979,20449.00495,557809.3692,12340.11054,366545.9287,23883.88854,39.323574,1.9855434,60.3457751,1.8879701,7026162.561,0,6970147832,0,6979166.459,0,5528025156,0,3288846.512,0,3982527913,0,3737316.049,0,2987619919,0,4731446.627,0,5524677328,0,2294715.934,0,1445470504,0,14005329.02,0,12498172988,0,50.16777936,0,55.76933396,0,46.80857415,0,57.13692176,0,67.3404093,0,79.26198212,0,158.3421957,0,33.59013185,0,716.0582403,39.19282785,147.6298452,0.335754377,57.62420768,0,466.6104482,10.76715294,304.9466961,22.44094349,4.713949811,0,4.850362332,0.265709466,2.348142313,0.215355159,1.073477837,0,1.19945452,0,0.79023081,0.00162867,4.113799554,0.09100733,5.20582025,0.115664211,0.894971688,0.00E+00,922.7136192,1.90171746,1064.919741,0,2591.334215,57.32666468,950.0582623,0,1.120899405,0.00E+00,2.808384055,0.062397376,992.0276924,0,792.0752698,0,1210.91936,0,799.4025338,0,1167.650777,0,629.9126104,0,1.252441189,0,1.514780488,0,1.853671061,0
2006,39196,0,211314,0,172118,0,6509344,0,5991720.683,11451.09655,12433501,0,5924157,0,18.5,0,52.4,0,1493,9,827,39,666,40.02499219,38369,39,749354.2693,16577.55323,517623.3166,11451.09655,231730.9527,20148.0243,55.3918285,2.6334451,69.0759148,2.1611001,7088471.806,0,7697778921,0,6973534.994,0,6133399192,0,3341086.271,0,4418122662,0,3747385.535,0,3279656259,0,4869470.883,0,6240245019,0,2219000.923,0,1457533902,0,14062006.8,0,13831178113,0,50.40867855,0,55.65526565,0,47.13408422,0,57.39477202,0,68.69563731,0,81.0655266,0,166.07164,0,34.41916011,0,625.9048568,32.6030824,156.1604598,0.338031252,58.83898369,0,501.9117678,11.50835869,347.9443734,36.77573754,4.824976538,0,4.008087947,0.208959564,1.798864717,0.21196553,1.08896869,0,1.177135413,0,0.812699914,0.001553194,4.28690295,0.094836801,5.274890371,0.117128148,0.925100611,0.00E+00,1041.477958,1.990424,1182.573685,0,2815.819642,62.29283255,1035.320163,0,1.142229937,0.00E+00,2.703676656,0.060034734,1085.957472,0,879.5251185,0,1322.361144,0,875.1851733,0,1281.503713,0,656.8424046,0,1.234708877,0,1.510950121,0,1.951006367,0
2007,37862,0,207680,0,169818,0,6679697,0,6163692.31,11415.28856,12604397,0,5924700,0,18.2,0,53,0,1396,9,786,0,610,9,37076,0,730270.3146,16155.36938,516004.6899,11415.28856,214265.6247,19781.42494,56.3037249,0.3629896,70.6594092,2.2106411,6881754.973,0,8040871520,0,7196552.157,0,7234173401,0,3166621.955,0,4768453791,0,3715133.018,0,3272417729,0,4670624.424,0,6660808237,0,2211130.549,0,1380063283,0,14078307.13,0,15275044921,0,48.88197785,0,52.64057528,0,46.01474431,0,59.30269846,0,67.86967049,0,82.83689424,0,176.4221911,0,34.88852772,0,656.4945164,14.52326789,166.2448028,0.307888892,60.69143394,0,523.1162712,12.05401722,351.2551225,32.84006203,5.056739354,0,3.948962646,0.087666333,1.868996278,0.179564081,1.030249572,0,1.214669461,0,0.757764046,0.001403395,4.285097776,0.094796866,5.654923584,0.12553839,0.848172778,0.00E+00,1080.652294,2.001390912,1203.777884,0,2674.516938,59.16687038,1221.01936,0,0.985879441,0.00E+00,2.474909785,0.054942597,1168.433278,0,1005.227676,0,1505.848775,0,880.8346062,0,1426.106583,0,624.1437366,0,1.162356853,0,1.709570405,0,2.284900896,0
2008,35144,0,199949,0,164805,0,6743376,0,6164577.501,12804.44154,12950657,0,6207281,0,17.6,0,52.1,0,1365,9,927,38,438,39.05124838,34217,38,671519.4373,14855.65596,578798.4992,12804.44154,92720.9381,19612.3491,67.9120879,2.8196637,86.1923672,2.6966032,6914352.765,0,8843951595,0,7254977.865,0,8529444332,0,3165127.145,0,5054760724,0,3749225.62,0,3789190871,0,4720184.373,0,7295374893,0,2194168.392,0,1548576702,0,14169330.63,0,17373395927,0,48.79801979,0,50.90514044,0,45.77618835,0,57.15500215,0,68.26646735,0,82.48999121,0,191.878443,0,37.66439732,0,624.3781005,29.08411703,180.1612503,0.424343208,64.7698013,0,491.9556317,11.35635495,211.6916395,48.59231686,5.094424886,0,3.465662563,0.161640054,2.949469814,0.690829397,1.025354773,0,1.168785152,0,0.765694709,0.001590424,3.790902007,0.083864045,4.950931441,0.110008448,0.877282511,0.00E+00,1183.434695,2.458111746,1311.502072,0,2675.502276,59.18866848,1374.103143,0,0.954442233,0.00E+00,2.260794185,0.050234276,1279.071505,0,1175.667864,0,1597.016642,0,1010.659601,0,1545.569901,0,705.7693054,0,1.087953106,0,1.580172631,0,2.189908075,0
2009,33904,0,206923,0,173019,0,6730056,0,6123319.699,13422.49419,13058326,0,6328270,0,16.4,0,51.5,0,1312,8,978,38,334,38.83297568,32926,38,680042.6677,15044.21071,606736.3007,13422.49419,73306.367,20161.63749,74.5426829,2.9317896,89.2203283,2.7913356,6866427.959,0,11150077726,0,7559585.691,0,11011781818,0,3353402.029,0,7544980351,0,3513025.93,0,3605097375,0,4952890.29,0,9794803933,0,1913537.669,0,1355273793,0,14426013.65,0,22161859544,0,47.59754237,0,50.31201332,0,48.83764963,0,67.6675135,0,72.13197778,0,87.84516282,0,198.5033034,0,36.5755784,0,620.3847655,27.73819845,185.9721709,0.460706223,63.10717513,0,518.325204,11.89421498,219.4801407,65.53633682,5.427208866,0,3.335901079,0.149381178,2.826610023,0.853429729,1.020263124,0,1.194573824,0,0.808857047,0.001773038,3.153820971,0.06977025,3.899107985,0.086680234,0.854081266,0.00E+00,1599.590486,3.50634869,1656.758536,0,2233.711402,49.41517144,1740.093551,0,0.952108888,0.00E+00,1.396427037,0.03104367,1623.854178,0,1456.664726,0,2249.948049,0,1026.208587,0,1977.593558,0,708.2556121,0,1.11477552,0,2.192486087,0,2.79220316,0
2010,32450,0,204456,0,172006,0,6568178,0,6028053.151,11948.8856,13040623,0,6472445,0,15.9,0,50.4,0,1396,9,1030,38,366,39.05124838,31420,38,734787.9007,16255.30946,540124.8488,11948.8856,194663.0519,20174.51245,73.782235,2.7633119,73.5075861,2.2997488,7016828.561,0,12332818934,0,7733859.719,0,11576965597,0,3347646.406,0,7844867245,0,3669182.155,0,4487951689,0,5012127.136,0,10544793220,0,2004701.425,0,1788025714,0,14750688.28,0,23909784531,0,47.56949932,0,51.58063603,0,47.70882425,0,63.60968475,0,71.43009256,0,85.50188952,0,202.4091834,0,37.62918154,0,524.3930571,22.5581151,191.854015,0.445492588,63.78205091,0,526.3523644,12.12858558,531.866262,79.11266124,5.379048258,0,2.733292066,0.117750755,0.98594909,0.15266525,1.0683067,0,1.194889987,0,0.831466978,0.001648145,3.71155193,0.082108626,4.463859695,0.099147139,0.89406281,0.00E+00,1749.286703,3.467458924,1877.662106,0,3310.393362,73.23401554,1788.654148,0,1.049762531,0.00E+00,1.892424699,0.042032794,1757.605851,0,1496.919522,0,2343.397807,0,1223.147693,0,2103.855895,0,891.9162184,0,1.174148526,0,1.915874771,0,2.358804394,0
2011,31534,0,201694,0,170160,0,6558348,0,5987892.827,12619.86672,13255855,0,6697507,0,15.6,0,49.5,0,1481,9,1082,38,399,39.05124838,30452,38,788715.5679,17448.32164,570455.1732,12619.86672,218260.3947,21533.80979,73.0587441,2.6039621,72.3271096,2.2628166,7119602.47,0,12585745644,0,7998300.49,0,12789114044,0,3429331.678,0,8106416540,0,3690270.792,0,4479329104,0,5133915.636,0,10874070556,0,1985686.834,0,1711675088,0,15117902.96,0,25374859688,0,47.09384952,0,49.59927187,0,48.16746009,0,64.40950556,0,72.10958277,0,86.3998913,0,207.9770407,0,39.36005524,0,527.2228957,21.88341904,196.6338115,0.481612118,65.72260454,0,532.5560891,12.21786822,547.0185331,76.02002473,5.283962114,0,2.681242314,0.111483806,0.963811761,0.13978901,1.085578635,0,1.19422055,0,0.857382686,0.001806989,3.480881456,0.07700563,4.059892406,0.090221431,0.909026926,0.00E+00,1816.00955,3.827356157,1919.042058,0,3000.542669,66.37935871,1909.533509,0,1.004979514,0.00E+00,1.652272517,0.036717818,1767.759604,0,1598.978941,0,2363.847333,0,1213.82125,0,2118.085167,0,862.0065655,0,1.105555276,0,1.947442701,0,2.457156652,0
2012,36627,0,194240,0,157613,0,6696703,0,6130229.895,12531.77361,13270770,0,6574067,0,18.9,0,50.5,0,1674,11,1135,39,539,40.52159918,35492,39,951761.3019,21055.29293,566473.1054,12531.77361,385288.1965,24502.46335,67.8016726,2.3719672,59.5184007,1.862085,6862201.022,0,12588193618,0,8687598.278,0,13997577875,0,3424334.831,0,8207589088,0,3437866.191,0,4380604530,0,5110043.716,0,11023726407,0,1752157.306,0,1564467211,0,15549799.3,0,26585771493,0,44.13047969,0,47.34936363,0,49.90140656,0,65.20068992,0,74.46654069,0,87.5719483,0,182.8351489,0,41.71018254,0,499.095247,20.39643706,172.7214554,0.400864124,68.32150947,0,568.5551385,13.12096704,714.8204017,70.38806769,4.383465566,0,2.889596118,0.118278891,0.698210692,0.074438417,1.024713358,0,1.321495245,0,0.83358109,0.001704055,3.093098841,0.068426928,3.710615415,0.082437636,0.775419634,0.00E+00,1798.256606,3.676101071,1879.759879,0,2761.767851,61.09707441,2129.21132,0,0.882843267,0.00E+00,1.535802978,0.034120477,1834.425074,0,1611.213759,0,2396.841867,0,1274.221941,0,2157.266556,0,892.8805682,0,1.138536128,0,1.881023855,0,2.416075153,0
2013,31600,0,196803,0,165203,0,6670275,0,5938409.858,16190.65088,13614004,0,6943729,0,16.1,0,49,0,2015,13,1189,40,826,42.05948169,30411,40,1355629.388,29989.84494,731865.1424,16190.65088,623764.2456,34081.1968,59.0074442,2.0212856,53.987111,1.6890338,7159223.957,0,12820155597,0,8863455.213,0,15127079166,0,3406595.126,0,8211361919,0,3752628.831,0,4608793678,0,5138419.287,0,11130459692,0,2020804.67,0,1689695905,0,16022679.17,0,27947234763,0,44.68181558,0,45.87271587,0,47.58330158,0,64.05040763,0,71.77341173,0,86.8200047,0,211.0846519,0,42.03149459,0,615.5299768,24.78353225,195.271772,0.591111328,69.17579508,0,672.768927,15.50329035,755.1625249,56.40056804,5.022059148,0,3.152170795,0.127276341,0.815096031,0.069159663,1.073302668,0,1.276469058,0,0.86528539,0.002359139,2.761170813,0.061083866,3.191052162,0.071127991,0.8408372,0.00E+00,1874.316519,5.11019029,1921.983066,0,2308.753085,51.07527739,2178.52384,0,0.882241007,0.00E+00,1.231783992,0.027456249,1790.718613,0,1706.679709,0,2410.430831,0,1228.150687,0,2166.125236,0,836.1500397,0,1.049241169,0,1.96265072,0,2.590593953,0
2014,31029,0,191944,0,160915,0,6650273,0,5773408.466,19398.39284,14087583,0,7437310,0,16.2,0,47.2,0,2296,15,1242,42,1054,44.59820624,29787,42,1734063.045,38361.72504,876864.5339,19398.39284,857198.5111,42987.43529,54.0940767,1.863093,50.5670504,1.5820342,9986901.174,0,16094839587,0,6474900.456,0,9745550849,0,4043238.025,0,9306696317,0,5943663.149,0,6788143270,0,6461908.531,0,13024309453,0,3524992.643,0,3070530134,0,16461801.63,0,25840390436,0,60.66712137,0,62.28558979,0,40.48541139,0,57.82410111,0,64.70383974,0,80.92226942,0,214.3244384,0,46.21887332,0,706.0100917,28.52973986,193.8230928,0.706256592,73.39423478,0,755.2539395,17.42140605,813.2813198,53.36335135,4.637162765,0,3.642548891,0.147791944,0.868100711,0.066895962,1.501728,0,0.870597092,0,1.119253656,0.003760642,4.019996826,0.088932184,3.591676298,0.080367892,1.724940291,0.00E+00,2255.913388,7.579767545,2420.177275,0,3501.715505,77.46653029,1310.359639,0,1.846956517,0.00E+00,1.552238452,0.034733122,1611.594959,0,1505.127517,0,2301.792835,0,1142.080751,0,2015.551503,0,871.0741965,0,1.070736493,0,2.015437905,0,2.313868912,0
2015,30805,0,187211,0,156406,0,6804001,0,5748511.473,23350.01554,14417390,0,7613389,0,16.5,0,47.2,0,2345,15,1297,45,1048,47.4341649,29508,45,1846253.618,40843.65552,1055489.527,23350.01554,790764.091,47047.07666,55.3091684,1.9513171,57.1692598,1.7885901,12368936.27,1342224.798,20622201290,1880449353,6910572.889,846990.1364,9745550849,2544548925,4747012.92,550688.7296,10027901785,1147121118,7621923.353,1450801.67,10594299505,2202720279,6963230.525,555917.2014,16203909264,1569509493,5405705.748,1452794.323,4708770791,1890412187,17992008.95,1364597.939,25840390436,3520342759,68.74683259,9.101646715,79.80607468,13.08297907,38.37850576,6.096434633,48.62672827,7.113571987,56.29611449,7.5842126,78.5750708,10.45275078,220.8732673,0,48.67709039,0,813.7930046,33.48614506,194.8119653,0.845243319,77.01144698,0,787.3149757,18.13080904,754.5458884,56.40629724,4.53751992,0,4.177325573,0.17284247,1.078520229,0.092032165,1.817891601,0.19726993,0.907686825,0.11125008,1.21131019,0.096831373,5.121515287,0.113300472,4.228079091,0.350693755,2.002774031,3.28E-01,2818.800891,273.2688262,3030.893336,276.3740559,4461.219814,1793.745983,1280.054237,334.2202697,2.367785089,6.55E-01,1.582665816,0.654586517,1667.257461,236.3186891,1410.237763,406.7612403,2112.465661,344.1664005,1389.977177,391.8169246,2327.067761,292.0970582,817.3386107,259.78967,1.182252742,0.379952139,1.519784422,0.494815108,2.847128143,0.972964865
2016,29361,0,179688,0,150327,0,6591522,0,5530139.791,23480.37611,14308795,0,7717273,0,16.3,0,46.1,0,2400,15,1351,48,1049,50.28916384,28010,48,2058178.657,45531.95686,1061382.209,23480.37611,996796.448,51229.74876,56.2916667,2.0307091,51.5690028,1.6133811,12546660.47,1487385.034,21387906147,2205600380,6997707.376,927831.2074,9745550849,2787413690,4828336.876,625532.8636,10172142879,1256608226,7718323.594,1613569.213,11215763268,2538451746,7063494.924,608976.7826,16818822379,1806640855,5483165.547,1607223.37,4776244023,2096417706,18259537.63,1671450.344,25840390436,3856342279,68.71291443,10.29157721,82.769284,15.01439885,38.48304405,6.757919315,47.56025582,7.653391933,56.29780881,8.252318215,78.63706836,11.70955437,224.4992337,0,51.33657294,0,785.6270977,32.88137615,197.4344802,0.903988563,79.6313332,0,857.5744404,19.7142421,950.2349361,66.78493391,4.373085714,0,3.979178798,0.167536841,0.826771431,0.067630541,1.903454236,0.225651228,0.906759081,0.120227859,1.2772724,0.110253059,5.166061293,1.393085202,4.044604183,1.145187688,2.099184089,3.73E-01,3041.301489,326.9450136,3244.759882,334.6116997,4500.02269,1977.684153,1262.823131,361.1915361,2.5694492,7.81E-01,1.479637157,0.669447195,1704.669238,267.8457763,1392.677677,439.0519485,2106.759147,377.1339489,1453.134626,447.720178,2381.090743,327.9648911,833.2930548,284.5853249,1.224022807,0.431153979,1.449803143,0.51661571,2.857447004,1.0522496
2017,27036,0,166349,0,139313,0,6255340,0,5077592.151,26054.66929,13782628,0,7527288,0,16.3,0,45.4,0,2325,15,1406,52,919,54.12023651,25630,52,2184560.632,48327.83592,1177747.849,26054.66929,1006812.783,54903.78417,60.4731183,2.2703333,53.9123443,1.6866946,12724384.67,1619586.698,22294631008,2514467481,7084841.862,1002172.244,9745550849,3010750890,4903489.054,694212.6114,10316383972,1357292012,7820895.613,1762098.812,11978247036,2857409372,7163759.322,657770.1033,17475458327,2039277061,5560625.345,1748062.522,4843717254,2289143947,18526533.14,1939827.242,25840390436,4165325725,68.68195238,11.31980894,86.27822812,16.97374891,38.53615858,7.336487704,46.2729523,8.018704685,56.2994558,8.83587457,78.3841559,12.72084845,231.3707649,0,54.03148306,0,837.6584986,36.09953609,198.1112817,1.09314719,82.85368713,0,939.5959708,21.65205402,1095.552539,87.93023814,4.282147218,0,4.228222095,0.183705998,0.764599112,0.069654464,2.034163557,0.258912657,0.941221043,0.133138555,1.41085757,0.129745839,4.721405647,1.387872518,3.346479296,1.030724277,2.161196429,4.11E-01,3441.682161,402.0109516,3564.095798,401.9713527,4112.69463,1945.790466,1294.696157,399.9781715,2.75284342,9.05E-01,1.194966426,0.582335655,1752.118597,297.9676734,1375.549524,467.3840568,2103.886408,406.6183204,1531.569737,502.5534588,2439.425662,362.2213352,866.6602014,307.3872829,1.273759008,0.483980212,1.373679799,0.523122091,2.814742915,1.08229075
2018,28364,0,153364,0,125000,0,6063716,0,4901965.431,25700.77023,10961164,0,4897448,0,18.5,0,55.3,0,2477,16,1500,0,977,16,26864,0,2345965.242,51898.50152,1161750.569,25700.77023,1184214.673,57913.59124,60.5571256,0.3911643,49.5212183,1.5493144,12902108.87,1741782.967,23340189681,2832268358,7171976.349,1071367.195,9745550849,3218628088,4975803.667,757635.3963,10460625066,1451006195,7926305.198,1899426.044,12879564615,3182320384,7264023.721,703185.8188,18154516471,2279458969,5638085.144,1878371.156,4911190487,2471797442,18796453.94,2172096.656,25840390436,4452920505,68.64118577,12.19783272,90.32444668,19.03698569,38.56581679,7.84786102,44.81808078,8.259908641,56.30105743,9.352749327,77.78221479,13.5818902,213.7821182,0,39.179584,0,774.5003793,17.13384682,182.4734005,0.956699309,71.47155786,0,947.0994114,21.82703639,1212.092808,62.51225533,5.456467282,0,4.244456327,0.096498757,0.638977787,0.035858336,2.127756126,0.287246792,1.464431342,0.2187603,1.481859434,0.143660012,4.853094368,1.529412973,3.275003186,1.079821979,1.452957243,2.93E-01,3703.517849,465.4144174,3849.156141,467.0845993,4227.405278,2129.703356,1989.924313,657.2051583,1.934322886,6.81E-01,1.141456704,0.5926698,1809.021295,328.3766046,1358.837561,492.5500497,2102.298597,433.0179334,1624.914042,559.2992307,2499.236947,396.2374665,919.7578748,328.6108279,1.331300625,0.539696094,1.293790652,0.518970325,2.717277031,1.062120974
